taxa,EP120862_K10_MRCD,EP120862_K100_BRCD,EP120862_K110_BRCD,EP120862_K130_BRCD,EP120862_K170_BRCD,EP120862_K180_BRCD,EP120862_K190_BRCD,EP120862_K20_BRCD,EP120862_K210_BRCD,EP120862_K220_BRCD,EP120862_K240_BRCD,EP120862_K250_BRCD,EP120862_K260_BRCD,EP120862_K280_BRCD,EP120862_K310_BRCD,EP120862_K320_BRCD,EP120862_K340_BRCD,EP120862_K350_BRCD,EP120862_K370_BRCD,EP120862_K390_BRCD,EP120862_K400_BRCD,EP120862_K430_BRCD,EP120862_K440_BRCD,EP120862_K460_BRCD,EP120862_K60_BRCD,EP120862_K70_BRCD,EP120862_K80_BRCD,EP120862_K90_BRCD,EP154266_K10_MRCD,EP154266_K120_BRCD,EP154266_K140_BRCD,EP154266_K20_MRCD,EP154266_K40_MRCD,EP154266_K50_MRCD,EP154266_K60_MRCD,EP154266_K70_MRCD,EP154266_K80_MRCD,EP154266_K90_MRCD,EP198705_K10_MRCD,EP198705_K130_BRCD,EP198705_K140_BRCD,EP198705_K150_BRCD,EP198705_K160_BRCD,EP198705_K190_BRCD,EP198705_K200_BRCD,EP198705_K220_BRCD,EP198705_K230_BRCD,EP198705_K250_BRCD,EP198705_K260_BRCD,EP198705_K280_BRCD,EP198705_K290_BRCD,EP198705_K330_BRCD,EP198705_K340_BRCD,EP198705_K370_BRCD,EP198705_K380_BRCD,EP198705_K390_BRCD,EP198705_K400_BRCD,EP198705_K430_BRCD,EP198705_K440_BRCD,EP198705_K460_BRCD,EP198705_K60_BRCD,EP198705_K90_BRCD,EP247445_K10_MRCD,EP247445_K100_BRCD,EP247445_K130_BRCD,EP247445_K20_MRCD,EP247445_K30_MRCD,EP247445_K40_MRCD,EP247445_K50_MRCD,EP247445_K60_MRCD,EP247445_K70_MRCD,EP247445_K90_MRCD,EP389504_K10_MRCD,EP389504_K120_BRCD,EP389504_K20_MRCD,EP389504_K30_MRCD,EP389504_K40_MRCD,EP389504_K50_MRCD,EP389504_K60_MRCD,EP389504_K70_MRCD,EP389504_K80_MRCD,EP389504_K90_MRCD,EP422409_K10_MRCD,EP422409_K120_BRCD,EP422409_K140_BRCD,EP422409_K170_MRCD,EP422409_K20_MRCD,EP422409_K30_MRCD,EP422409_K40_MRCD,EP422409_K50_MRCD,EP422409_K60_MRCD,EP422409_K90_BRCD,EP533526_K10_MRCD,EP533526_K100_BRCD,EP533526_K120_BRCD,EP533526_K150_BRCD,EP533526_K190_BRCD,EP533526_K20_MRCD,EP533526_K200_BRCD,EP533526_K210_BRCD,EP533526_K230_BRCD,EP533526_K40_MRCD,EP533526_K60_BRCD,EP533526_K90_BRCD,EP547297_K10_MRCD,EP547297_K100_BRCD,EP547297_K110_BRCD,EP547297_K120_BRCD,EP547297_K130_BRCD,EP547297_K160_BRCD,EP547297_K170_BRCD,EP547297_K180_BRCD,EP547297_K20_MRCD,EP547297_K200_BRCD,EP547297_K220_BRCD,EP547297_K250_BRCD,EP547297_K260_BRCD,EP547297_K270_BRCD,EP547297_K30_MRCD,EP547297_K300_BRCD,EP547297_K320_BRCD,EP547297_K330_BRCD,EP547297_K350_BRCD,EP547297_K370_BRCD,EP547297_K40_MRCD,EP547297_K400_BRCD,EP547297_K410_BRCD,EP547297_K420_BRCD,EP547297_K50_BRCD,EP547297_K90_BRCD,EP581708_K10_MRCD,EP581708_K100_BRCD,EP581708_K120_BRCD,EP581708_K20_MRCD,EP581708_K30_MRCD,EP581708_K40_MRCD,EP581708_K50_MRCD,EP581708_K60_MRCD,EP581708_K70_MRCD,EP581708_K80_MRCD,EP584156_K10_MRCD,EP584156_K110_BRCD,EP584156_K160_BRCD,EP584156_K180_BRCD,EP584156_K190_BRCD,EP584156_K20_MRCD,EP584156_K200_BRCD,EP584156_K210_BRCD,EP584156_K220_BRCD,EP584156_K230_BRCD,EP584156_K240_BRCD,EP584156_K260_BRCD,EP584156_K270_BRCD,EP584156_K290_BRCD,EP584156_K300_BRCD,EP584156_K310_BRCD,EP584156_K350_BRCD,EP584156_K370_BRCD,EP584156_K390_BRCD,EP584156_K400_BRCD,EP584156_K410_BRCD,EP584156_K420_BRCD,EP584156_K460_BRCD,EP584156_K470_BRCD,EP584156_K480_BRCD,EP584156_K500_BRCD,EP584156_K510_BRCD,EP584156_K530_BRCD,EP584156_K550_BRCD,EP584156_K70_BRCD,EP637055_K10_MRCD,EP637055_K100_BRCD,EP637055_K120_BRCD,EP637055_K140_BRCD,EP637055_K160_BRCD,EP637055_K190_BRCD,EP637055_K40_BRCD,EP637055_K60_BRCD,EP637055_K70_BRCD,EP637055_K90_BRCD,EP641566_K10_MRCD,EP641566_K120_BRCD,EP641566_K140_BRCD,EP641566_K150_BRCD,EP641566_K170_BRCD,EP641566_K180_BRCD,EP641566_K20_MRCD,EP641566_K210_BRCD,EP641566_K220_BRCD,EP641566_K240_BRCD,EP641566_K260_BRCD,EP641566_K280_BRCD,EP641566_K30_BRCD,EP641566_K300_BRCD,EP641566_K330_BRCD,EP641566_K340_BRCD,EP641566_K350_BRCD,EP641566_K360_BRCD,EP641566_K380_BRCD,EP641566_K410_BRCD,EP641566_K420_BRCD,EP641566_K450_BRCD,EP641566_K470_BRCD,EP641566_K480_BRCD,EP641566_K500_BRCD,EP641566_K510_BRCD,EP641566_K540_BRCD,EP641566_K550_BRCD,EP641566_K580_BRCD,EP641566_K590_BRCD,EP641566_K610_BRCD,EP641566_K640_BRCD,EP641566_K650_BRCD,EP641566_K670_BRCD,EP641566_K70_BRCD,EP641566_K80_BRCD,EP641566_K90_BRCD,EP929440_K10_MRCD,EP929440_K110_BRCD,EP929440_K140_BRCD,EP929440_K150_BRCD,EP929440_K170_BRCD,EP929440_K190_BRCD,EP929440_K20_MRCD,EP929440_K210_BRCD,EP929440_K40_BRCD,EP929440_K70_BRCD,EP929440_K90_BRCD
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Pseudoclavibacter;bifida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Rathayibacter;caricis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Kocuria;palustris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus;luteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;aeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;mucilaginosa,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,70,143,0,22,0,0,0,0,0,1,0,2,0,0,1,0,0,1,3,0,3,0,0,0,0,2,0,0,163,0,0,0,0,0,0,0,2,1,0,7,0,0,4,1,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,0,2,0,0,0,7,0,1,0,0,0,0,67,0,1229,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,4219,0,0,0,765,0,0,54,0,0,0,0,0,1,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;NA;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,0,2,0,0,0,0,0,8,27,0,0,0,0,0,180,0,0,0,30,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,246,0,0,0,0,0,280,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Nocardioidaceae;Nocardioides;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;NA;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium;acnes,0,0,0,0,0,30,3,1,147,0,1,0,0,0,0,0,0,2,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,21,0,0,0,3,0,0,191,0,0,0,0,1,0,3,301,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,70,0,0,0,0,0,0,0,0,0,6,7,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Pseudonocardiaceae;Pseudonocardia;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,441,1,266,0,29,280,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,6,7,4,0,7,63,14,0,1,36,0,0,0,0,0,0,1,0,0,397,1,115,391,100,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,2,0,0,13,0,22,0,0,74,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2477,6556,923,0,835,0,0,0,0,32,0,2,266,0,0,2,0,0,0,0,129,0,621,44,468,557,37,4,925,101,0,96,162,0,1249,11,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,72,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,7,38,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;bifidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,75,0,88,306,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,92,20,0,26,28,42,206,5,0,7,106,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,7,372,18,0,398,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9501,1610,1,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;longum,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,245,18,129,0,31,416,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,60,7,1,1,19,12,0,109,0,1,21,1,0,0,4,0,1,0,0,0,36,0,90,3,64,0,41,4,0,0,0,0,146,0,0,0,125,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,36,0,0,0,0,7,0,0,0,0,0,0,109,0,1,4,3,25,0,0,113,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1540,517,510,0,147,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;NA,0,2,5,23,1,7,0,0,1,0,16,0,3,0,1,0,0,0,0,0,0,3,0,1,3,0,0,0,2,2,0,16,11,0,0,204,503,152,7,0,0,0,0,6,10,0,1,0,3,4,0,2,2,0,15,0,6,0,52,3,0,0,1,0,0,0,1,1,0,0,0,1,4364,1,81476,511,93,1,193,685,1,6788,0,14,12,3,2,1,0,2,13170,1069,257,0,10,0,14,60,16,10,17120,1010,1,0,19,1,0,1,21,4,0,2,16,0,0,94,3,3,18,8,6,209,0,2,110,7,1,0,5,0,5,11,1,78,180,1392,1263,1745,0,24,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,3,0,0,0,33,0,0,4,0,0,0,0,0,1,0,4,0,0,1,9,0,1,0,3,1,1,0,0,0,0,0,0,2,4,2,0,1687,0,5,4,0,80,0,1,0,0,3,0,3,2,2,0,1,1,5,0,0,2,0,1,2,1933,0,0,1,0,15,0,0,0,0,2
